StockCode,Description,Orders,Units,Revenue,AvgPrice
20849,ZINC HEART LATTICE DOUBLE PLANTER,24,674,593.03,4.047083333333333
20850,ZINC HEART LATTICE PLANTER BOWL,23,820,713.8000000000001,2.8434782608695657
20851,ZINC HEART LATTICE TRAY OVAL,28,335,429.57,5.966206896551724
20854,BLUE PATCH PURSE PINK HEART,107,459,742.78,1.6778070175438595
20855,PINK PATCH PURSE BLUE HEART,47,142,234.29999999999998,1.65
20856,DENIM PATCH PURSE PINK BUTTERFLY,122,417,688.9399999999999,1.6598412698412697
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,73,255,420.75,1.65
20858,SILVER PURSE GOLD PINK BUTTERFLY,1,4,6.6,1.65
20860,GOLD COSMETICS BAG WITH BUTTERFLY,11,20,42.0,2.1
20861,GOLD COSMETIC BAG PINK STAR,16,47,98.7,2.1
20862,PINK PATCH PENCIL CASE BLUE HEART,37,325,691.1400000000001,2.6216216216216215
20863,BLUE PATCH PENCIL CASE PINK HEART,50,293,601.53,2.4202
20864,DENIM PATCH PENCIL CASE BUTTERFLY,29,252,498.14000000000004,2.2
20865,PATCHWORK PENCIL CASE BUTTERFLY,33,251,500.49,2.196060606060606
20866,BLUE ROSE FABRIC MIRROR,191,1284,1377.69,1.5003076923076923
20867,PINK ROSE FABRIC MIRROR,153,1140,1153.2,1.4075
20868,SILVER FABRIC MIRROR,71,882,518.07,0.9214084507042254
20869,GOLD FABRIC MIRROR,53,529,295.12,0.9422222222222223
20870,OPULENT VELVET CANDLE IN BOX,7,29,52.2,2.9214285714285713
20871,OPULENT VELVET SET/3 CANDLES,127,1273,1978.0500000000002,2.688372093023256
20877,MODERN CHRISTMAS BAUBLE CANDLE,5,12,5.04,0.42000000000000004
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,85,761,982.51,1.461595744680851
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,11,57,67.8,1.8027272727272725
20881,MODERN CHRISTMAS TREE CANDLE,2,3,2.55,0.85
20882,MODERN CHRISTMAS TREE CANDLE,2,3,8.850000000000001,2.95
20884,MODERN CHRISTMAS TREE CANDLE,3,3,6.300000000000001,2.1
20885,BOX OF 3 PEBBLE CANDLES,1,1,2.95,2.95
20886,BOX OF 9 PEBBLE CANDLES,308,1787,3577.7999999999997,2.42003125
20887,BOX OF 6 PEBBLE CANDLES,8,18,118.39,5.615
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,19,367,547.74,3.8852631578947374
20889,JARDIN DE FEMME SCENTED CANDLE,13,657,398.03999999999996,2.3376923076923077
20890,SMALL GLASS ROSE SCENTED CANDLE,4,605,202.62,2.9925
20891,LARGE GLASS ROSE SCENTED CANDLE,3,684,236.32999999999998,8.126666666666667
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,38,105,1159.08,16.30125
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,76,667,1535.39,2.8766249999999998
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,79,271,839.1,3.441341463414634
20895,VINTAGE NOTEBOOK FRENCH LETTER,4,16,47.20000000000001,2.95
20896,VINTAGE NOTEBOOK PINK FLOWER,14,39,115.05000000000001,2.95
20897,VINTAGE NOTEBOOK PARIS DAYS,75,358,872.3100000000001,3.862727272727273
20898,VINTAGE NOTEBOOK TRAVELOGUE,53,327,693.9200000000001,3.1941818181818182
20899,VINTAGE NOTEBOOK RED ROSE,12,44,129.8,2.95
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,67,91,806.58,9.474626865671642
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,116,212,1588.8,9.394462809917355
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,86,189,932.5,7.171494252873563
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,4,10,63.5,6.35
20906,VINTAGE NOTEBOOK BEAUTY GIRL,47,102,371.19,4.0691836734693885
20910,VINTAGE PHOTO ALBUM PARIS DAYS,47,108,781.8199999999999,8.335625
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,43,314,898.7199999999999,3.8030232558139536
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2030,18952,53335.66,3.23078646329838
20931,BLUE POT PLANT CANDLE,157,676,2260.9300000000003,4.8309375
20932,PINK POT PLANT CANDLE,81,333,1143.97,4.717530864197531
20933,YELLOW POT PLANT CANDLE,52,505,1329.4900000000002,4.1007547169811325
20934,SET/3 POT PLANT CANDLES,74,197,1185.07,7.268000000000001
20935,ROUND CACTUS CANDLE,46,300,574.48,3.0772340425531914
20936,FORKED CACTUS CANDLE,76,340,867.0000000000001,3.692692307692308
20939,ORANGE CANDLE,1,12,10.2,0.85
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,22,118,342.75,3.475454545454546
20941,FROG CANDLE,124,999,898.79,1.7787301587301585
20942,SET/6 GINGERBREAD TREE T-LIGHTS,4,6,7.5,1.25
20943,SET/6 GINGERBREAD STAR T-LIGHTS,71,381,540.21,1.6716901408450704
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,83,687,353.39,0.7546428571428571
20952,PORCELAIN CHERUB BELL SMALL,24,329,150.72,0.6812499999999999
20953,PORCELAIN CHERUB BELL LARGE,9,33,54.449999999999996,1.65
20954,*USB Office Mirror Ball,3,3,25.590000000000003,8.530000000000001
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,236,2381,3160.25,1.7803149606299211
20957,PORCELAIN HANGING BELL SMALL,15,126,184.60999999999999,1.5773333333333333
20958,PORCELAIN HANGING BELL LARGE,10,38,70.5,1.92
20960,WATERMELON BATH SPONGE,215,1908,2570.92,1.6649545454545454
20961,STRAWBERRY BATH SPONGE,514,3672,4886.57,1.7115613382899626
20963,APPLE BATH SPONGE,509,3642,4932.62,1.7600925925925925
20964,POLYESTER FILLER PAD 60x40cm,6,20,50.99999999999999,2.55
20966,SANDWICH BATH SPONGE,420,3151,4500.68,1.8000665188470064
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,296,1139,4320.08,3.997987616099071
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,19,43,185.11,4.749499999999999
20969,RED FLORAL FELTCRAFT SHOULDER BAG,613,3290,12300.1,4.270282574568289
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,574,2543,9617.0,4.16669449081803
20971,PINK BLUE FELT CRAFT TRINKET BOX,1148,22580,28966.21,1.411542330259849
20972,PINK CREAM FELT CRAFT TRINKET BOX,1397,20704,25080.59,1.408609958506224
20973,12 PENCIL SMALL TUBE WOODLAND,658,10047,6918.120000000001,0.7855206847360913
20974,12 PENCILS SMALL TUBE SKULL,822,13493,8883.54,0.7491467576791809
20975,12 PENCILS SMALL TUBE RED RETROSPOT,902,18668,12255.730000000001,0.7433678756476684
20976,12 PENCILS SMALL TUBE POSY,76,549,376.34000000000003,0.748421052631579
20977,36 PENCILS TUBE WOODLAND,485,3847,5138.74,1.5642424242424242
20978,36 PENCILS TUBE SKULLS,557,4149,5479.83,1.5831304347826085
20979,36 PENCILS TUBE RED RETROSPOT,709,8213,10343.06,1.5664206128133706
20980,36 PENCILS TUBE POSY,58,234,283.56,1.4020000000000001
20981,12 PENCILS TALL TUBE WOODLAND,513,4773,4118.34,0.9649525616698291
20982,12 PENCILS TALL TUBE SKULLS,576,4915,4298.2,0.9592785234899329
20983,12 PENCILS TALL TUBE RED RETROSPOT,641,6326,5508.179999999999,0.9553846153846153
20984,12 PENCILS TALL TUBE POSY,245,5875,1947.7599999999998,0.5391732283464566
20985,HEART CALCULATOR,291,2386,3070.5099999999998,1.5457049180327869
20986,BLUE CALCULATOR RULER,204,1246,1584.84,1.551720930232558
20987,GEISHA GIRL CHOPSTICKS SET/5,22,131,288.35,3.0181818181818185
20988,TRELLIS FLOWER CHOPSTICKS SET/5,9,24,46.8,1.9500000000000002
20989,URBAN CHIC CHOPSTICKS SET/5,57,407,782.18,2.269824561403509
20990,SPRING FLOWER CHOPSTICKS SET/5,103,895,1706.1399999999999,2.2476415094339623
20991,JAZZ HEARTS MAGNETIC MEMO PAD,32,7084,884.5600000000002,0.9515625000000001
20992,JAZZ HEARTS PURSE NOTEBOOK,433,6196,3262.7,0.6917211328976035
20993,JAZZ HEARTS MEMO PAD,32,10967,1334.1100000000001,0.8425
20994,JAZZ HEARTS SPIRAL NOTEPAD,12,47,39.949999999999996,0.85
20996,JAZZ HEARTS ADDRESS BOOK,335,6337,1705.28,0.38409356725146193
20997,ROSE DU SUD CUSHION COVER,83,170,796.74,4.718433734939759
20998,ROSE DU SUD OVEN GLOVE,127,332,969.23,2.9700757575757577
21000,ROSE DU SUD COSMETICS BAG,94,695,1762.67,3.7487878787878786
21001,ROSE DU SUD WASHBAG,90,148,749.01,4.881263157894737
21002,ROSE DU SUD DRAWSTRING BAG,184,429,1547.54,3.530578947368421
21003,ROSE DU SUD CUSHION COVER,64,109,647.75,5.928125
21004,ROSE DU SUD CHILDS APRON,70,137,625.07,4.793943661971831
21007,ETCHED GLASS DROPLET DECORATION,48,1927,914.6700000000001,1.18
21008,ETCHED GLASS HEART TREE DECORATION,1,1,2.51,2.51
21009,ETCHED GLASS STAR TREE DECORATION,102,1047,1494.99,1.4825714285714284
21010,ETCHED GLASS BIRD TREE DECORATION,83,850,1114.76,1.478705882352941
21011,GLITTER SNOW PEAR TREE DECORATION,118,1858,1399.8999999999999,1.2565625
21012,ANTIQUE ALL GLASS CANDLESTICK,299,2362,4450.7,2.3351602564102567
21014,SWISS CHALET TREE DECORATION,189,1973,1038.6599999999999,0.8161951219512195
21015,DARK BIRD HOUSE TREE DECORATION,186,1720,797.3299999999999,0.7843298969072164
21016,LIGHT BIRD HOUSE TREE DECORATION,82,834,582.85,0.9679310344827585
21017,RED BIRD HOUSE TREE DECORATION,87,659,535.89,1.354942528735632
21018,BIRD BOX CHRISTMAS TREE DECORATION,42,235,203.07,0.9177551020408163
21025,SPACE FROG,81,313,414.89,1.526190476190476
21026,SPACE OWL,124,553,724.25,1.6406976744186046
21027,NINJA RABBIT PINK,77,357,437.37,1.269753086419753
21028,NINJA RABBIT BLACK,92,324,426.41,1.621827956989247
21030,SPACE CADET RED,51,240,292.15,1.2039622641509435
21031,SPACE CADET BLACK,39,146,180.46,1.3226829268292681
21032,SPACE CADET WHITE,50,205,254.66,1.3978431372549018
21033,JUMBO BAG CHARLIE AND LOLA TOYS,573,4623,10240.04,3.3504459691252144
21034,REX CASH+CARRY JUMBO SHOPPER,1902,4080,3876.0,0.95
21035,SET/2 RED RETROSPOT TEA TOWELS,929,6079,18951.77,4.046631908237748
21036,SET/2 TEA TOWELS MODERN VINTAGE,1,1,2.55,2.55
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,52,170,367.28000000000003,2.2472222222222222
21039,RED RETROSPOT SHOPPING BAG,228,1319,3445.6699999999996,3.00480686695279
21040,MODERN VINTAGE COTTON SHOPPING BAG,68,895,1128.3999999999999,2.436142857142857
21041,RED RETROSPOT OVEN GLOVE DOUBLE,525,2724,9279.59,4.098354430379747
21042,RED RETROSPOT APRON,399,1500,8884.73,6.8990602409638555
21043,APRON MODERN VINTAGE COTTON,141,677,1921.03,4.285602836879432
21051,RIBBONS PURSE,127,758,1498.7800000000002,2.189318181818182
21054,NURSE'S BAG SOFT TOY,182,390,3609.6,9.604139784946236
21055,TOOL BOX SOFT TOY,222,404,4032.31,10.517748917748918
21056,DOCTOR'S BAG SOFT TOY,195,558,5077.679999999999,9.68969696969697
21058,PARTY INVITES WOODLAND,275,2413,2070.85,0.9968085106382978
21059,PARTY INVITES DINOSAURS,221,1620,1368.9599999999998,0.9003139013452914
21060,PARTY INVITES BALLOON GIRL,151,1288,962.75,0.9401973684210526
21061,PARTY INVITES FOOTBALL,163,1432,1077.1599999999999,0.9678571428571429
21062,PARTY INVITES SPACEMAN,136,1077,896.27,0.8671942446043165
21063,PARTY INVITES JAZZ HEARTS,238,1492,1286.87,0.9401244813278008
21064,BOOM BOX SPEAKER BOYS,171,904,4557.84,5.5522099447513815
21065,BOOM BOX SPEAKER GIRLS,118,610,1473.18,4.9874193548387105
21066,VINTAGE RED MUG,131,2286,1499.69,1.2961654135338345
21067,VINTAGE RED TEATIME MUG,266,4792,3873.2200000000003,1.5159778597785978
21068,VINTAGE BILLBOARD LOVE/HATE MUG,373,4396,4585.41,1.5727386934673369
21069,VINTAGE BILLBOARD TEA MUG,279,5148,5474.43,1.700582191780822
21070,VINTAGE BILLBOARD MUG,229,2050,2108.5,1.595
21071,VINTAGE BILLBOARD DRINK ME MUG,472,4450,5221.45,1.6253846153846152
21076,SET/20 COLLAGE PAPER NAPKIN,92,843,714.55,0.9846808510638299
21077,SET/20 WOODLAND PAPER NAPKINS,192,2790,2058.1,0.9245641025641025
21078,SET/20 STRAWBERRY PAPER NAPKINS,741,7227,6200.639999999999,1.1122601839684625
21080,SET/20 RED RETROSPOT PAPER NAPKINS,2123,31801,26013.27,1.0296586253982702
21081,SET/20 POSIES PAPER NAPKINS,4,4,3.4,0.85
21082,SET/20 FRUIT SALAD PAPER NAPKINS,163,7183,1960.45,1.0707272727272727
21084,SET/6 COLLAGE PAPER CUPS,223,2929,1008.8100000000001,0.5650660792951542
21085,SET/6 WOODLAND PAPER CUPS,66,13731,1872.68,0.7726470588235294
21086,SET/6 RED SPOTTY PAPER CUPS,843,16887,10939.75,0.8937284234752589
21087,SET/6 POSIES PAPER CUPS,32,260,168.08,0.7493939393939394
21088,SET/6 FRUIT SALAD PAPER CUPS,136,16615,1816.73,0.47226277372262776
21089,SET/6 GREEN SPRING PAPER CUPS,40,325,113.84,0.5009756097560976
21090,SET/6 COLLAGE PAPER PLATES,278,3109,1730.79,0.7295714285714285
21091,SET/6 WOODLAND PAPER PLATES,47,13700,1868.7,1.0289583333333334
21092,SET/6 STRAWBERRY PAPER PLATES,28,12846,1571.5,1.1092857142857142
21094,SET/6 RED SPOTTY PAPER PLATES,984,20160,15723.119999999999,0.9862524850894632
21095,SET/6 POSIES PAPER PLATES,40,303,281.37,1.002857142857143
21096,SET/6 FRUIT SALAD  PAPER PLATES,143,15919,2711.71,0.6567832167832168
21097,SET/6 GREEN SPRING  PAPER PLATE,7,32,27.2,0.85
21098,CHRISTMAS TOILET ROLL,596,9007,14174.210000000001,1.639327217125382
21099,SET/6 STRAWBERRY PAPER CUPS,33,13290,1516.64,0.755
21100,CHARLIE AND LOLA CHARLOTTE BAG,269,2546,3812.58,2.2476363636363637
21102,"CANDLE IN JAR COLLAGE , VANILLA",20,82,221.07999999999998,3.0614999999999997
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,169,801,2455.09,3.699257142857143
21107,CREAM SLICE FLANNEL PINK SPOT,313,2452,7042.950000000001,3.6731515151515155
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,613,13087,25859.050000000003,3.0311041009463717
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",223,1181,4550.95,6.753690987124463
21110,LARGE CAKE TOWEL PINK SPOTS,329,1651,7824.08,7.4464411764705885
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",214,1408,3299.35,3.5456
21112,"SWISS ROLL TOWEL, PINK  SPOTS",189,2234,5531.5,3.390459183673469
21114,LAVENDER SCENTED FABRIC HEART,494,5733,7399.66,1.8149805447470817
21115,ROSE CARAVAN DOORSTOP,431,1257,8046.38,7.776659090909091
21116,OWL DOORSTOP,534,1385,8094.27,6.783865698729582
21117,BLOND DOLL DOORSTOP,26,328,502.08,1.912692307692308
21118,SHOPPING BAG DOORSTOP,7,69,104.25,2.5357142857142856
21119,Glow In The Dark Shot Glasses,3,3,41.01,13.67
21120,*Boombox Ipod Classic,1,2,33.96,16.98
21121,SET/10 RED POLKADOT PARTY CANDLES,873,15639,18930.58,1.3577120535714287
21122,SET/10 PINK POLKADOT PARTY CANDLES,807,12601,15280.06,1.3407831325301203
21123,SET/10 IVORY POLKADOT PARTY CANDLES,252,2781,3430.56,1.2388803088803089
21124,SET/10 BLUE SPOTTY PARTY CANDLES,629,10084,12242.800000000001,1.29929012345679
21125,SET 6 FOOTBALL CELEBRATION CANDLES,246,2161,2260.14,1.308875968992248
21126,SET OF 6 GIRLS CELEBRATION CANDLES,285,2339,2367.98,1.3402397260273973
21127,COLOURFUL FISHING GNOME,48,297,998.0300000000001,7.336600000000001
21128,GOLD FISHING GNOME,57,129,868.25,9.546440677966102
21129,SILVER FISHING GNOME,60,124,949.44,9.0145
21130,COLOURFUL STANDING GNOME,49,721,1200.93,3.9899999999999998
21131,GOLD STANDING GNOME,49,276,1098.86,5.765599999999999
21132,SILVER STANDING GNOME,47,97,493.61,5.6925
21133,PAINTED BIRD ASSORTED CHRISTMAS,42,410,712.91,2.1664285714285714
21134,VICTORIAN METAL POSTCARD CHRISTMAS,46,377,646.4399999999999,2.1581249999999996
21135,VICTORIAN  METAL POSTCARD SPRING,405,6038,8656.81,2.0036255924170616
21136,PAINTED METAL PEARS ASSORTED,739,10606,17661.149999999998,1.9948293963254593
21137,BLACK RECORD COVER FRAME,634,19945,69295.72,4.1464098613251155
21143,ANTIQUE GLASS HEART DECORATION,182,2233,4483.88,2.2811330049261085
21144,PINK POODLE HANGING DECORATION,60,545,294.19,1.0741935483870966
21145,ANTIQUE GLASS PLACE SETTING,49,869,1256.21,3.406734693877551
21146,ANTIQUE GLASS RIDGED HANGING BALL,58,789,1513.6699999999998,2.179655172413793
21147,JINGLE BELLS TREE DECORATION,118,488,896.86,2.1411023622047245
21153,RED SPOTTY TABLECLOTH,139,393,4294.6900000000005,11.799856115107914
21154,RED RETROSPOT OVEN GLOVE,903,8396,12100.22,1.7774315789473685
21155,RED RETROSPOT PEG BAG,969,6726,16475.41,2.837236842105263
21156,RETROSPOT CHILDRENS APRON,930,9391,17487.36,2.2424191866527634
21157,RED SPOTTY WASHBAG,176,713,1688.45,2.918810810810811
21158,MOODY GIRL DOOR HANGER,310,2606,1827.85,1.2819817073170732
21159,MOODY BOY  DOOR HANGER,250,2117,1462.77,1.3362301587301588
21160,KEEP OUT GIRLS DOOR HANGER,58,794,557.49,1.5117241379310344
21161,KEEP OUT BOYS DOOR HANGER,206,2383,1843.22,1.6793981481481481
21162,TOXIC AREA  DOOR HANGER,285,2404,1660.6899999999998,1.282629757785467
21163,DO NOT TOUCH MY STUFF DOOR HANGER,253,2817,1788.3,1.3602962962962961
21164,HOME SWEET HOME METAL SIGN,721,6040,16812.300000000003,3.284035326086957
21165,BEWARE OF THE CAT METAL SIGN,966,9445,15351.35,2.1389363817097413
21166,COOK WITH WINE METAL SIGN,1425,20063,38428.21,2.284866894197952
21167,WHITE SAGE INCENSE,114,2495,600.17,0.3314406779661017
21169,YOU'RE CONFUSING ME METAL SIGN,772,8924,14397.69,2.1370099255583126
21171,BATHROOM METAL SIGN,260,1858,2599.0299999999997,1.68
21172,PARTY METAL SIGN,971,7738,11461.769999999999,1.9120321931589537
21173,LOO ROLL  METAL SIGN,77,340,607.9599999999999,2.2123076923076925
21174,POTTERING IN THE SHED METAL SIGN,1135,9800,19838.71,2.5277673224978616
21175,GIN + TONIC DIET METAL SIGN,1659,20856,44282.23,2.5660435038212817
21179,NO JUNK MAIL METAL SIGN,505,4312,3559.23,1.3355192307692307
21181,PLEASE ONE PERSON METAL SIGN,1810,25028,50818.920000000006,2.375573333333333
21185,HOME SWEET HOME  BLACKBOARD,44,132,876.29,7.369318181818182
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,369,5272,8532.17,2.0303733333333334
21187,WHITE BELL HONEYCOMB PAPER GARLAND,144,1440,2399.4199999999996,2.0178481012658227
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,128,918,2806.8,3.6280740740740742
21189,WHITE HONEYCOMB PAPER GARLAND,123,813,1752.6399999999999,2.4896153846153846
21190,PINK HEARTS PAPER GARLAND,111,918,1500.3899999999999,1.9697457627118642
21191,LARGE WHITE HONEYCOMB PAPER BELL,201,1544,3610.52,2.920232558139535
21192,WHITE BELL HONEYCOMB PAPER,216,2235,4040.5899999999997,2.3697095435684647
21193,WHITE HONEYCOMB PAPER FAN,22,111,274.37,2.8434782608695657
21194,PINK  HONEYCOMB PAPER FAN,95,578,751.5,2.028659793814433
21195,PINK  HONEYCOMB PAPER BALL,150,1017,2194.2000000000003,3.0043589743589743
21196,ROUND WHITE CONFETTI IN TUBE,22,178,306.89,1.9382608695652173
21197,MULTICOLOUR  CONFETTI IN TUBE,45,466,683.2599999999999,1.6327083333333332
21198,WHITE HEART CONFETTI IN TUBE,118,1282,1472.3,1.7450420168067227
21199,PINK  HEART CONFETTI IN TUBE,149,1305,1495.6999999999998,1.8689999999999998
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,126,1424,2070.11,2.020625
21201,TROPICAL  HONEYCOMB PAPER GARLAND,235,2755,6555.37,2.985183673469388
21202,DOLLY HONEYCOMB GARLAND,66,855,1105.1299999999999,1.7782089552238807
21203,BUTTERFLIES  HONEYCOMB GARLAND,145,1539,2526.9999999999995,2.0413513513513513
21204,DAISIES  HONEYCOMB GARLAND,205,1609,2686.35,1.9985576923076922
21205,MULTICOLOUR 3D BALLS GARLAND,144,677,1772.3899999999999,2.931315789473684
21206,STRAWBERRY HONEYCOMB  GARLAND,238,2168,3089.35,1.8575619834710744
21207,SKULL AND CROSSBONES  GARLAND,282,3617,5627.24,1.76520979020979
21208,PASTEL COLOUR HONEYCOMB FAN,120,1079,980.27,1.653658536585366
21209,MULTICOLOUR HONEYCOMB FAN,137,1477,1369.6899999999998,1.7453623188405796
21210,SET OF 72 RETROSPOT PAPER  DOILIES,1161,15243,21948.559999999998,1.771603375527426
21211,SET OF 72 SKULL PAPER  DOILIES,237,2419,3385.94,1.6675103734439833
21212,PACK OF 72 RETROSPOT CAKE CASES,3118,96472,52948.8,0.7081753627662859
21213,PACK OF 72 SKULL CAKE CASES,1481,40563,21661.75,0.7428636959370906
21214,SET OF 72 IVORY PAPER DOILIES,199,2006,2920.8199999999997,1.9927722772277228
21215,IVORY PAPER CUP CAKE CASES,291,4497,2603.4500000000003,0.8732441471571907
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",802,3940,20484.03,6.927584951456311
21217,RED RETROSPOT ROUND CAKE TINS,928,2952,30393.48,11.72446764091858
21218,RED SPOTTY BISCUIT TIN,897,5299,21079.56,5.2968512486427795
21219,SET/4 BADGES BALLOON GIRL,176,1028,1328.32,1.5731693989071038
21220,SET/4 BADGES DOGS,159,663,898.72,1.6603067484662577
21221,SET/4 BADGES CUTE CREATURES,107,547,728.4399999999999,1.5111711711711713
21222,SET/4 BADGES BEETLES,133,623,809.67,1.5302941176470588
21223,SET/4 BADGES WOODLAND ANIMAL,43,492,587.08,1.4345454545454546
21224,SET/4 SKULL BADGES,312,2205,2739.45,1.262314814814815
21225,POCKET MIRROR BUTTERFLY,2,2,2.5,1.25
21226,POCKET MIRROR WOODLAND,37,214,231.79999999999998,1.0776923076923077
21228,"POCKET MIRROR ""GLAMOROUS""",31,97,122.57,1.29125
21231,SWEETHEART CERAMIC TRINKET BOX,1482,19672,24499.38,1.5029908972691808
21232,STRAWBERRY CERAMIC TRINKET BOX,2435,38901,50660.48,1.5358910103420844
21238,RED RETROSPOT CUP,903,9568,8248.68,1.0217976318622175
21239,PINK  POLKADOT CUP,751,7444,6509.59,1.0589596879063718
21240,BLUE POLKADOT CUP,769,7634,6593.22,1.0542765685019206
21241,GREEN SPOTTY CUP,260,2213,1869.07,0.9817241379310345
21242,RED RETROSPOT PLATE,657,7120,11979.4,1.9942942942942943
21243,PINK  POLKADOT PLATE,503,5657,9323.19,2.008801571709234
21244,BLUE POLKADOT PLATE,445,5159,8448.69,1.9457929515418502
21245,GREEN POLKADOT PLATE,304,2577,4285.26,1.9256591639871383
21246,RED RETROSPOT BIG BOWL,209,751,3695.53,5.086714285714286
21247,SET OF RED SALAD SERVERS,81,422,664.73,1.8867901234567903
21248,DOOR HANGER  MUM + DADS ROOM,158,1043,1299.55,1.6889240506329115
21249,WOODLAND  HEIGHT CHART STICKERS,259,1679,4841.39,3.7101498127340826
21250,SET OF SKULL WALL STICKERS,60,404,1003.45,3.2244262295081967
21251,DINOSAUR HEIGHT CHART STICKER SET,132,598,1701.66,3.555223880597015
21252,SET OF MEADOW  FLOWER STICKERS,22,168,408.66,3.3613636363636363
21253,SET OF PICTURE FRAME  STICKERS,122,341,1260.6000000000001,4.621587301587302
21255,"FRENCH BOTTLE , LAVENDER",96,476,860.0799999999999,2.3885416666666663
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",65,326,588.64,2.422923076923077
21257,VICTORIAN SEWING BOX MEDIUM,532,1587,14434.18,10.56185117967332
21258,VICTORIAN SEWING BOX LARGE,526,1687,24089.84,17.11465240641711
21259,VICTORIAN SEWING BOX SMALL,655,2395,14456.980000000001,6.948397058823529
21260,FIRST AID TIN,534,3577,11775.68,3.8013430127041743
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,77,292,1214.7,6.48904761904762
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,132,637,2574.2200000000003,6.155174825174826
21263,GREEN GOOSE FEATHER TREE 60CM,56,302,676.02,3.2026666666666666
21264,WHITE GOOSE FEATHER TREE 60CM,68,392,923.76,3.5088405797101445
21265,PINK GOOSE FEATHER TREE 60CM,34,323,717.41,3.7155555555555555
21266,VINTAGE SILVER TINSEL REEL,9,23,98.9,4.3
21267,VINTAGE PINK TINSEL REEL,10,24,74.6,3.4200000000000004
21268,VINTAGE BLUE TINSEL REEL,49,399,262.5,1.2720754716981133
21269,ANTIQUE CREAM CUTLERY SHELF,65,115,1053.82,9.52787878787879
21270,ANTIQUE CREAM CUTLERY CUPBOARD,51,76,874.43,12.022115384615384
21272,SALLE DE BAIN HOOK,339,2376,3153.65,1.6526553672316384
21274,EMBOSSED HEART 3 DRAWER SHELF,105,175,2420.69,14.656037735849056
21275,ZINC TOP  2 DOOR WOODEN SHELF,55,250,1731.43,14.07375
21276,TWO EMBOSSED HEART MINI DRAWERS,29,677,1558.94,4.253103448275862
21277,FRENCH STYLE EMBOSSED HEART CABINET,48,55,1331.34,24.60489795918367
21278,VINTAGE KITCHEN PRINT PUDDINGS,118,2758,1654.4499999999998,3.509159663865546
21279,VINTAGE KITCHEN PRINT FRUITS,101,3530,1637.01,3.637596153846154
21280,VINTAGE KITCHEN PRINT VEGETABLES,70,3333,1800.44,2.9934285714285713
21281,VINTAGE KITCHEN PRINT SEAFOOD,67,3689,1747.28,3.5270422535211265
21282,NATURAL BARK CANDLE LARGE,69,356,1522.28,4.772028985507246
21283,NATURAL BARK CANDLE SMALL,81,512,1629.2,3.6758536585365857
21284,RETROSPOT CANDLE  SMALL,140,1560,1692.3600000000001,1.9717605633802817
21285,RETROSPOT CANDLE  MEDIUM,99,1012,1383.67,2.3533663366336635
