Invoice,InvoiceDate,CustomerID,Country,Lines,Units,Revenue,IsGuest
490151,2009-12-04 09:49:00,16645.0,United Kingdom,14,117,160.39,0
490152,2009-12-04 10:00:00,12714.0,France,28,231,556.65,0
490154,2009-12-04 10:18:00,16335.0,United Kingdom,48,110,288.79,0
490156,2009-12-04 10:32:00,13093.0,United Kingdom,6,262,455.36,0
490157,2009-12-04 10:39:00,16736.0,United Kingdom,1,40,138.0,0
490158,2009-12-04 10:47:00,12759.0,Netherlands,21,278,454.26,0
490159,2009-12-04 10:48:00,13666.0,United Kingdom,2,2,19.5,0
490160,2009-12-04 10:52:00,13777.0,United Kingdom,1,96,244.79999999999998,0
490161,2009-12-04 10:57:00,17160.0,United Kingdom,59,653,825.94,0
490162,2009-12-04 11:07:00,13946.0,United Kingdom,26,206,280.2,0
490163,2009-12-04 11:22:00,14723.0,United Kingdom,17,115,141.63,0
490164,2009-12-04 11:32:00,14961.0,United Kingdom,41,632,1058.4,0
490166,2009-12-04 11:32:00,14735.0,United Kingdom,12,175,371.85,0
490167,2009-12-04 11:36:00,18061.0,United Kingdom,8,241,312.21,0
490171,2009-12-04 11:54:00,15581.0,United Kingdom,5,32,29.28,0
490177,2009-12-04 11:56:00,,United Kingdom,2,4,18.0,1
490186,2009-12-04 11:59:00,,United Kingdom,1,1,3.75,1
490192,2009-12-04 12:01:00,,United Kingdom,1,1,8.95,1
490202,2009-12-04 12:03:00,15078.0,United Kingdom,20,188,410.0,0
490209,2009-12-04 12:06:00,17389.0,United Kingdom,5,484,908.0400000000001,0
490212,2009-12-04 12:07:00,16883.0,United Kingdom,12,41,108.95,0
490214,2009-12-04 12:11:00,13175.0,United Kingdom,20,201,319.15,0
490218,2009-12-04 12:12:00,17076.0,United Kingdom,3,48,67.67999999999999,0
490219,2009-12-04 12:14:00,13948.0,United Kingdom,7,63,155.65,0
490229,2009-12-04 12:20:00,18223.0,United Kingdom,34,713,1185.16,0
490247,2009-12-04 12:28:00,16192.0,United Kingdom,11,208,351.3,0
490258,2009-12-04 12:31:00,15999.0,United Kingdom,1,24,20.4,0
490266,2009-12-04 12:33:00,15109.0,United Kingdom,8,50,231.2,0
490272,2009-12-04 12:36:00,14680.0,United Kingdom,58,272,519.89,0
490277,2009-12-04 12:37:00,18092.0,United Kingdom,10,600,1077.6,0
490279,2009-12-04 12:37:00,16891.0,United Kingdom,73,154,297.68,0
490281,2009-12-04 12:37:00,13481.0,United Kingdom,16,148,311.2,0
490282,2009-12-04 12:41:00,13807.0,United Kingdom,7,43,107.95,0
490284,2009-12-04 12:54:00,14979.0,United Kingdom,49,209,429.66,0
490285,2009-12-04 12:59:00,16656.0,United Kingdom,7,210,373.74,0
490286,2009-12-04 12:59:00,14527.0,United Kingdom,53,147,762.1,0
490287,2009-12-04 13:00:00,16746.0,United Kingdom,14,218,367.1,0
490288,2009-12-04 13:00:00,17157.0,United Kingdom,3,112,332.16,0
490289,2009-12-04 13:01:00,15309.0,United Kingdom,20,143,273.75,0
490290,2009-12-04 13:21:00,16325.0,United Kingdom,10,85,164.03,0
490291,2009-12-04 13:22:00,16541.0,United Kingdom,38,173,424.03,0
490292,2009-12-04 13:23:00,16723.0,United Kingdom,58,150,426.43,0
490293,2009-12-04 13:31:00,16699.0,United Kingdom,14,130,137.4,0
490294,2009-12-04 13:41:00,16710.0,United Kingdom,61,298,378.96,0
490295,2009-12-04 13:47:00,12510.0,Spain,16,500,323.88,0
490297,2009-12-04 13:59:00,13162.0,United Kingdom,14,328,694.2,0
490298,2009-12-04 14:13:00,15382.0,United Kingdom,40,954,1523.2,0
490299,2009-12-04 14:14:00,13680.0,United Kingdom,43,192,618.2700000000001,0
490300,2009-12-04 14:19:00,12970.0,United Kingdom,78,170,236.93,0
490301,2009-12-04 14:24:00,15311.0,United Kingdom,9,93,345.27,0
490302,2009-12-04 14:29:00,17841.0,United Kingdom,68,126,300.32,0
490303,2009-12-04 14:33:00,17935.0,United Kingdom,7,55,106.25,0
490304,2009-12-04 14:35:00,17593.0,United Kingdom,46,339,843.01,0
490305,2009-12-04 14:37:00,17243.0,United Kingdom,33,289,726.57,0
490308,2009-12-04 14:52:00,12835.0,United Kingdom,16,85,194.53,0
490310,2009-12-04 14:56:00,17151.0,United Kingdom,4,42,231.90000000000003,0
490311,2009-12-04 15:11:00,16451.0,United Kingdom,22,201,307.65000000000003,0
490312,2009-12-04 15:16:00,17961.0,United Kingdom,61,352,326.13,0
490313,2009-12-04 15:18:00,17127.0,United Kingdom,6,49,137.95,0
490320,2009-12-04 15:26:00,13694.0,United Kingdom,9,1327,867.89,0
490323,2009-12-04 15:27:00,14087.0,United Kingdom,64,200,235.44,0
490324,2009-12-04 15:27:00,13694.0,United Kingdom,2,320,672.0,0
490326,2009-12-04 15:28:00,13733.0,United Kingdom,10,62,149.10000000000002,0
490327,2009-12-04 15:29:00,13694.0,United Kingdom,2,600,990.0,0
490331,2009-12-04 15:30:00,18181.0,United Kingdom,59,115,298.99,0
490340,2009-12-04 15:40:00,13174.0,United Kingdom,47,363,630.39,0
490341,2009-12-04 15:41:00,13329.0,United Kingdom,19,270,334.65,0
490342,2009-12-04 15:43:00,17421.0,United Kingdom,4,96,130.8,0
490345,2009-12-04 16:11:00,,United Kingdom,3,4,6.7,1
490346,2009-12-04 16:12:00,16351.0,United Kingdom,16,156,216.6,0
490347,2009-12-04 16:13:00,15684.0,United Kingdom,8,68,109.4,0
490349,2009-12-04 16:23:00,17884.0,United Kingdom,3,9,32.25,0
490351,2009-12-04 16:26:00,,United Kingdom,4,5,24.15,1
490352,2009-12-04 16:27:00,,United Kingdom,4,4,11.8,1
490353,2009-12-04 16:37:00,15514.0,United Kingdom,37,378,494.63,0
490355,2009-12-04 16:39:00,13093.0,United Kingdom,4,287,538.1099999999999,0
490356,2009-12-04 16:45:00,17884.0,United Kingdom,9,103,117.13000000000001,0
490359,2009-12-04 16:52:00,18225.0,United Kingdom,1,10,59.5,0
490360,2009-12-04 16:52:00,13679.0,United Kingdom,21,34,126.8,0
490361,2009-12-04 17:18:00,,United Kingdom,14,22,48.05,1
490362,2009-12-04 17:31:00,12748.0,United Kingdom,33,199,205.35,0
490363,2009-12-05 10:11:00,13199.0,United Kingdom,1,192,138.24,0
490364,2009-12-05 10:25:00,13487.0,United Kingdom,6,25,103.95,0
490365,2009-12-05 10:27:00,17018.0,United Kingdom,5,120,351.6,0
490366,2009-12-05 10:31:00,18071.0,United Kingdom,14,147,227.25,0
490367,2009-12-05 10:44:00,16593.0,United Kingdom,2,8,79.6,0
490368,2009-12-05 10:58:00,14238.0,United Kingdom,2,18,159.1,0
490369,2009-12-05 11:19:00,15223.0,United Kingdom,4,44,230.2,0
490370,2009-12-05 12:01:00,17593.0,United Kingdom,26,177,452.95,0
490371,2009-12-05 12:02:00,13021.0,United Kingdom,14,185,233.70999999999998,0
490372,2009-12-05 12:13:00,17115.0,United Kingdom,15,95,434.15,0
490373,2009-12-05 12:28:00,17850.0,United Kingdom,18,146,502.54,0
490374,2009-12-05 12:36:00,14239.0,United Kingdom,9,65,136.75,0
490375,2009-12-05 12:42:00,13999.0,United Kingdom,20,185,350.55,0
490376,2009-12-05 13:12:00,13958.0,United Kingdom,24,389,796.5500000000001,0
490377,2009-12-05 13:13:00,13958.0,United Kingdom,1,12,15.0,0
490378,2009-12-05 13:17:00,13641.0,United Kingdom,15,134,224.1,0
490380,2009-12-05 13:26:00,17850.0,United Kingdom,18,142,478.74,0
490381,2009-12-05 13:29:00,15420.0,United Kingdom,7,141,97.11,0
490382,2009-12-05 13:32:00,12359.0,Cyprus,32,397,760.69,0
490383,2009-12-05 13:37:00,12820.0,United Kingdom,4,50,148.3,0
490385,2009-12-05 14:51:00,16410.0,United Kingdom,5,348,130.32,0
490386,2009-12-05 14:57:00,15240.0,United Kingdom,33,473,549.77,0
490387,2009-12-05 14:59:00,17850.0,United Kingdom,18,130,450.84000000000003,0
490388,2009-12-05 15:00:00,16158.0,United Kingdom,9,84,146.62,0
490389,2009-12-05 15:18:00,15484.0,United Kingdom,33,611,689.5,0
490390,2009-12-05 15:26:00,14709.0,United Kingdom,8,104,256.2,0
490391,2009-12-05 15:27:00,15057.0,United Kingdom,11,100,304.1,0
490392,2009-12-05 15:47:00,14867.0,United Kingdom,9,56,203.32,0
490393,2009-12-05 16:01:00,17642.0,United Kingdom,19,281,281.02,0
490394,2009-12-05 16:01:00,17850.0,United Kingdom,18,260,870.2800000000001,0
490395,2009-12-06 10:16:00,13813.0,Germany,12,165,247.15,0
490396,2009-12-06 10:26:00,13589.0,United Kingdom,15,77,269.15,0
490397,2009-12-06 10:30:00,12417.0,Belgium,17,140,279.1,0
490398,2009-12-06 10:37:00,17920.0,United Kingdom,29,236,567.71,0
490399,2009-12-06 10:38:00,12975.0,United Kingdom,23,115,441.63,0
490400,2009-12-06 10:41:00,16104.0,United Kingdom,49,183,689.9,0
490401,2009-12-06 10:51:00,17150.0,United Kingdom,13,49,139.25,0
490403,2009-12-06 11:13:00,17920.0,United Kingdom,80,135,291.09,0
490404,2009-12-06 11:27:00,16277.0,United Kingdom,23,33,188.69,0
490405,2009-12-06 11:27:00,17244.0,United Kingdom,21,57,260.65,0
490408,2009-12-06 11:33:00,17850.0,United Kingdom,15,128,413.44,0
490430,2009-12-06 11:45:00,15260.0,United Kingdom,13,83,253.55,0
490458,2009-12-06 11:57:00,12583.0,France,22,384,745.4399999999999,0
490459,2009-12-06 11:58:00,15555.0,United Kingdom,53,414,947.39,0
490461,2009-12-06 12:07:00,13736.0,United Kingdom,115,380,710.84,0
490463,2009-12-06 12:10:00,14133.0,United Kingdom,8,50,305.5,0
490464,2009-12-06 12:10:00,15571.0,United Kingdom,16,43,118.25999999999999,0
490465,2009-12-06 12:14:00,13448.0,United Kingdom,67,466,918.35,0
490466,2009-12-06 12:16:00,17085.0,United Kingdom,24,79,183.6,0
490467,2009-12-06 12:17:00,15059.0,United Kingdom,44,169,280.94,0
490468,2009-12-06 12:21:00,14468.0,United Kingdom,12,164,204.24,0
490470,2009-12-06 12:26:00,16395.0,United Kingdom,49,166,242.96,0
490471,2009-12-06 12:28:00,15878.0,United Kingdom,29,71,212.13,0
490472,2009-12-06 12:28:00,16485.0,United Kingdom,30,340,619.24,0
490473,2009-12-06 12:31:00,15860.0,United Kingdom,25,185,204.65,0
490474,2009-12-06 12:34:00,13373.0,United Kingdom,35,336,748.42,0
490476,2009-12-06 12:34:00,14608.0,United Kingdom,3,98,211.62,0
490477,2009-12-06 12:41:00,17850.0,United Kingdom,18,158,533.14,0
490478,2009-12-06 12:42:00,14896.0,United Kingdom,41,128,298.25,0
490479,2009-12-06 12:42:00,16779.0,United Kingdom,35,778,1450.2,0
490481,2009-12-06 12:51:00,16964.0,United Kingdom,2,5,21.25,0
490482,2009-12-06 12:52:00,15983.0,United Kingdom,27,147,289.3,0
490483,2009-12-06 12:52:00,13782.0,United Kingdom,10,28,132.4,0
490484,2009-12-06 12:53:00,16964.0,United Kingdom,4,44,186.6,0
490485,2009-12-06 12:56:00,14454.0,United Kingdom,17,63,125.94,0
490486,2009-12-06 13:00:00,16779.0,United Kingdom,1,72,90.0,0
490487,2009-12-06 13:05:00,14717.0,United Kingdom,11,32,81.3,0
490488,2009-12-06 13:07:00,16718.0,United Kingdom,33,503,647.82,0
490489,2009-12-06 13:08:00,15751.0,United Kingdom,24,87,266.19,0
490490,2009-12-06 13:10:00,14546.0,United Kingdom,85,312,546.48,0
490491,2009-12-06 13:19:00,17848.0,United Kingdom,6,85,175.20000000000002,0
490493,2009-12-06 13:21:00,15751.0,United Kingdom,1,3,12.75,0
490494,2009-12-06 13:29:00,17561.0,United Kingdom,52,80,189.7,0
490496,2009-12-06 13:40:00,15547.0,United Kingdom,51,335,666.61,0
490499,2009-12-06 13:45:00,17406.0,United Kingdom,21,356,406.70000000000005,0
490500,2009-12-06 13:48:00,14479.0,United Kingdom,33,188,355.13,0
490501,2009-12-06 13:49:00,16710.0,United Kingdom,31,422,283.14,0
490502,2009-12-06 13:53:00,17969.0,United Kingdom,19,26,101.4,0
490503,2009-12-06 14:00:00,14548.0,United Kingdom,38,207,498.02,0
490504,2009-12-06 14:03:00,15311.0,United Kingdom,24,94,385.97,0
490505,2009-12-06 14:06:00,14548.0,United Kingdom,16,34,98.16,0
490506,2009-12-06 14:10:00,17916.0,United Kingdom,11,47,25.46,0
490508,2009-12-06 14:14:00,17850.0,United Kingdom,18,130,450.84000000000003,0
490511,2009-12-06 14:46:00,13319.0,United Kingdom,18,208,626.6,0
490512,2009-12-06 14:54:00,14606.0,United Kingdom,51,85,235.13,0
490514,2009-12-06 15:01:00,16773.0,United Kingdom,24,47,137.75,0
490515,2009-12-06 15:08:00,15479.0,United Kingdom,9,38,147.4,0
490516,2009-12-06 15:09:00,17850.0,United Kingdom,18,146,504.54,0
490517,2009-12-06 15:11:00,,United Kingdom,6,24,21.95,1
490518,2009-12-06 15:12:00,15822.0,United Kingdom,16,290,474.32,0
490519,2009-12-06 15:15:00,13890.0,United Kingdom,13,89,213.65,0
490521,2009-12-06 15:24:00,13211.0,United Kingdom,15,102,235.84,0
490522,2009-12-06 15:31:00,15641.0,United Kingdom,8,56,150.4,0
490523,2009-12-06 15:32:00,,United Kingdom,5,7,10.97,1
490524,2009-12-06 15:35:00,14123.0,United Kingdom,24,234,436.18,0
490525,2009-12-06 15:40:00,13019.0,United Kingdom,11,92,255.00000000000003,0
490526,2009-12-06 15:41:00,17858.0,United Kingdom,28,315,533.97,0
490527,2009-12-06 15:46:00,14940.0,United Kingdom,10,105,182.01,0
490528,2009-12-06 15:48:00,16686.0,United Kingdom,24,49,115.05,0
490529,2009-12-06 15:51:00,16686.0,United Kingdom,14,28,48.89,0
490530,2009-12-06 16:01:00,15691.0,United Kingdom,5,56,161.8,0
490531,2009-12-06 16:02:00,16436.0,United Kingdom,15,95,166.95,0
490533,2009-12-06 16:07:00,17610.0,United Kingdom,43,229,368.15000000000003,0
490534,2009-12-06 16:17:00,17530.0,United Kingdom,42,120,245.63,0
490535,2009-12-07 08:13:00,17850.0,United Kingdom,18,182,560.58,0
490536,2009-12-07 08:24:00,13491.0,United Kingdom,10,78,221.9,0
490537,2009-12-07 08:53:00,14003.0,United Kingdom,16,149,209.41,0
490538,2009-12-07 09:14:00,17850.0,United Kingdom,18,146,504.54,0
490539,2009-12-07 09:18:00,12839.0,United Kingdom,13,188,346.0,0
490541,2009-12-07 09:25:00,,EIRE,2,97,294.79999999999995,1
490542,2009-12-07 09:42:00,14911.0,EIRE,20,120,716.35,0
490545,2009-12-07 10:15:00,17557.0,United Kingdom,1,4,34.0,0
490547,2009-12-07 10:21:00,14738.0,United Kingdom,12,88,311.2,0
490548,2009-12-07 10:26:00,17850.0,United Kingdom,18,146,504.54,0
490557,2009-12-07 10:33:00,16124.0,United Kingdom,21,318,463.0,0
490561,2009-12-07 10:38:00,15260.0,United Kingdom,1,14,41.300000000000004,0
490563,2009-12-07 10:41:00,12471.0,Germany,28,372,808.12,0
490564,2009-12-07 10:42:00,12471.0,Germany,10,125,241.9,0
490566,2009-12-07 10:46:00,,United Kingdom,3,6,14.3,1
490569,2009-12-07 10:48:00,17739.0,United Kingdom,9,122,411.20000000000005,0
490577,2009-12-07 10:51:00,16556.0,United Kingdom,14,112,187.19,0
490603,2009-12-07 11:05:00,14695.0,United Kingdom,35,145,274.54,0
490604,2009-12-07 11:19:00,14828.0,United Kingdom,8,612,682.4,0
490605,2009-12-07 11:20:00,15115.0,United Kingdom,14,88,191.74,0
490606,2009-12-07 11:26:00,17850.0,United Kingdom,15,98,426.0,0
490607,2009-12-07 11:29:00,13693.0,United Kingdom,10,71,173.54999999999998,0
490608,2009-12-07 11:35:00,14955.0,United Kingdom,31,74,163.77,0
490609,2009-12-07 11:39:00,14037.0,United Kingdom,46,166,218.33,0
490610,2009-12-07 11:40:00,18077.0,United Kingdom,15,150,211.62,0
490611,2009-12-07 11:41:00,13905.0,United Kingdom,12,135,312.65,0
490612,2009-12-07 11:46:00,17508.0,Greece,41,441,610.95,0
490613,2009-12-07 11:47:00,16768.0,United Kingdom,17,96,224.98,0
490616,2009-12-07 11:51:00,13984.0,United Kingdom,6,128,214.79999999999998,0
490618,2009-12-07 11:52:00,13984.0,United Kingdom,2,22,44.7,0
490625,2009-12-07 11:55:00,14543.0,United Kingdom,6,84,339.8,0
490636,2009-12-07 12:08:00,13564.0,United Kingdom,44,164,425.09000000000003,0
490637,2009-12-07 12:12:00,13495.0,United Kingdom,11,236,452.15999999999997,0
490638,2009-12-07 12:13:00,13190.0,United Kingdom,4,58,147.1,0
490640,2009-12-07 12:18:00,14408.0,United Kingdom,8,156,321.00000000000006,0
490641,2009-12-07 12:19:00,17707.0,United Kingdom,2,60,51.0,0
490642,2009-12-07 12:19:00,15358.0,United Kingdom,24,315,446.4,0
490653,2009-12-07 12:25:00,17044.0,United Kingdom,11,396,990.48,0
490657,2009-12-07 12:26:00,14471.0,United Kingdom,27,119,208.82999999999998,0
490659,2009-12-07 12:26:00,17850.0,United Kingdom,16,112,380.84000000000003,0
490665,2009-12-07 12:31:00,17436.0,United Kingdom,3,30,76.5,0
490667,2009-12-07 12:32:00,13234.0,United Kingdom,48,118,228.4,0
490668,2009-12-07 12:41:00,16525.0,United Kingdom,6,199,312.33000000000004,0
490669,2009-12-07 12:42:00,15716.0,United Kingdom,30,68,214.17000000000002,0
490670,2009-12-07 12:42:00,14574.0,United Kingdom,11,63,143.70000000000002,0
490671,2009-12-07 12:56:00,16684.0,United Kingdom,1,144,488.16,0
490672,2009-12-07 12:58:00,16684.0,United Kingdom,2,504,660.96,0
490673,2009-12-07 13:00:00,14540.0,United Kingdom,7,62,156.5,0
490674,2009-12-07 13:06:00,14307.0,United Kingdom,14,106,242.1,0
490675,2009-12-07 13:07:00,14695.0,United Kingdom,15,206,637.14,0
490676,2009-12-07 13:17:00,17850.0,United Kingdom,17,122,451.44,0
490677,2009-12-07 13:17:00,18219.0,United Kingdom,10,100,151.72,0
490678,2009-12-07 13:23:00,12747.0,United Kingdom,12,93,380.65000000000003,0
490679,2009-12-07 13:24:00,18162.0,United Kingdom,46,332,371.51,0
490680,2009-12-07 13:32:00,17441.0,United Kingdom,21,245,293.35,0
490681,2009-12-07 13:35:00,17988.0,United Kingdom,44,65,164.75,0
490682,2009-12-07 13:37:00,12600.0,Germany,4,66,249.9,0
490683,2009-12-07 13:45:00,17865.0,United Kingdom,15,304,413.00000000000006,0
490684,2009-12-07 13:46:00,12523.0,France,4,62,74.56,0
490685,2009-12-07 13:48:00,13206.0,United Kingdom,83,996,1028.07,0
490686,2009-12-07 13:49:00,14512.0,United Kingdom,9,106,153.28,0
490687,2009-12-07 13:49:00,14911.0,EIRE,40,325,924.95,0
490689,2009-12-07 13:52:00,17865.0,United Kingdom,18,133,307.90999999999997,0
490690,2009-12-07 13:55:00,16353.0,United Kingdom,3,58,207.9,0
490691,2009-12-07 13:56:00,16353.0,United Kingdom,1,72,306.0,0
490692,2009-12-07 13:57:00,16018.0,United Kingdom,20,203,195.78,0
490693,2009-12-07 13:59:00,14670.0,United Kingdom,56,97,190.47,0
490694,2009-12-07 14:02:00,13089.0,United Kingdom,22,408,1244.3200000000002,0
490695,2009-12-07 14:10:00,14590.0,United Kingdom,16,40,108.4,0
490697,2009-12-07 14:27:00,17850.0,United Kingdom,16,112,378.84000000000003,0
490698,2009-12-07 14:31:00,,United Kingdom,1,1,4.25,1
490699,2009-12-07 14:34:00,,United Kingdom,8,16,20.58,1
490703,2009-12-07 14:44:00,13070.0,United Kingdom,8,76,154.2,0
490704,2009-12-07 14:52:00,17457.0,United Kingdom,3,90,355.38,0
490705,2009-12-07 14:56:00,12913.0,United Kingdom,2,80,204.0,0
490706,2009-12-07 14:58:00,17865.0,United Kingdom,41,330,1086.53,0
490707,2009-12-07 15:02:00,17865.0,United Kingdom,16,70,45.9,0
490708,2009-12-07 15:10:00,15421.0,United Kingdom,13,95,241.05,0
490709,2009-12-07 15:15:00,17884.0,United Kingdom,56,112,188.89000000000001,0
490710,2009-12-07 15:19:00,17990.0,United Kingdom,5,84,332.70000000000005,0
490711,2009-12-07 15:26:00,17841.0,United Kingdom,73,148,448.96,0
490712,2009-12-07 15:26:00,13148.0,United Kingdom,20,100,331.40000000000003,0
490714,2009-12-07 15:27:00,17841.0,United Kingdom,1,1,4.95,0
490717,2009-12-07 15:28:00,17364.0,United Kingdom,43,209,449.95,0
490718,2009-12-07 15:42:00,12443.0,Norway,20,179,365.31,0
490719,2009-12-07 15:42:00,13042.0,United Kingdom,75,441,665.15,0
490720,2009-12-07 15:43:00,15694.0,United Kingdom,5,85,357.87,0
490722,2009-12-07 15:55:00,16717.0,United Kingdom,25,217,386.39,0
490723,2009-12-07 15:56:00,,United Kingdom,1,1,7.95,1
490724,2009-12-07 16:17:00,13767.0,United Kingdom,12,306,716.04,0
490725,2009-12-07 16:24:00,13694.0,United Kingdom,4,308,343.44,0
490726,2009-12-07 16:28:00,13694.0,United Kingdom,3,288,561.5999999999999,0
490727,2009-12-07 16:38:00,17231.0,United Kingdom,39,146,285.35,0
490728,2009-12-07 16:40:00,16702.0,United Kingdom,27,198,221.52,0
490733,2009-12-07 16:56:00,12540.0,Spain,6,68,328.6,0
490734,2009-12-07 16:56:00,13267.0,United Kingdom,9,105,306.55,0
490737,2009-12-07 17:18:00,17270.0,United Kingdom,15,264,389.62,0
490738,2009-12-07 17:49:00,16436.0,United Kingdom,1,10,25.5,0
490741,2009-12-07 17:56:00,,United Kingdom,545,1235,5508.08,1
490745,2009-12-07 18:02:00,,United Kingdom,506,1040,4571.02,1
490747,2009-12-07 18:12:00,13393.0,United Kingdom,2,3,8.92,0
490749,2009-12-08 07:42:00,14113.0,United Kingdom,10,268,580.6400000000001,0
490750,2009-12-08 07:43:00,15369.0,United Kingdom,3,192,312.96,0
490751,2009-12-08 07:59:00,12358.0,Austria,17,309,1429.83,0
490752,2009-12-08 08:38:00,18259.0,United Kingdom,5,96,356.40000000000003,0
490753,2009-12-08 08:48:00,17047.0,United Kingdom,22,215,322.65,0
490754,2009-12-08 09:19:00,14136.0,United Kingdom,20,138,302.78000000000003,0
490755,2009-12-08 09:24:00,16735.0,United Kingdom,11,216,338.34000000000003,0
490757,2009-12-08 09:35:00,14215.0,United Kingdom,20,221,425.59000000000003,0
490759,2009-12-08 09:46:00,15971.0,United Kingdom,1,48,182.88,0
490761,2009-12-08 09:56:00,13382.0,United Kingdom,16,123,255.04,0
490762,2009-12-08 10:02:00,13025.0,United Kingdom,13,241,323.39,0
490763,2009-12-08 10:24:00,16013.0,United Kingdom,1,400,1019.9999999999999,0
490764,2009-12-08 10:41:00,14558.0,United Kingdom,10,107,306.45,0
490767,2009-12-08 11:07:00,18002.0,United Kingdom,13,22,44.32,0
490769,2009-12-08 11:13:00,16013.0,United Kingdom,3,180,221.0,0
490770,2009-12-08 11:13:00,17854.0,United Kingdom,15,65,135.94,0
490782,2009-12-08 11:22:00,15079.0,United Kingdom,28,255,707.93,0
490785,2009-12-08 11:23:00,16029.0,United Kingdom,2,984,2590.7999999999997,0
490786,2009-12-08 11:23:00,15079.0,United Kingdom,3,36,30.599999999999998,0
490789,2009-12-08 11:27:00,18271.0,United Kingdom,9,89,192.54999999999998,0
490796,2009-12-08 11:44:00,14290.0,United Kingdom,26,273,870.63,0
490797,2009-12-08 11:46:00,17268.0,United Kingdom,8,90,155.7,0
490799,2009-12-08 11:52:00,,United Kingdom,4,9,28.75,1
490800,2009-12-08 11:56:00,14735.0,United Kingdom,1,12,7.800000000000001,0
490801,2009-12-08 12:03:00,16029.0,United Kingdom,2,400,660.0,0
490802,2009-12-08 12:03:00,17067.0,United Kingdom,1,10,19.5,0
490803,2009-12-08 12:04:00,17067.0,United Kingdom,6,148,207.32,0
490804,2009-12-08 12:05:00,16560.0,United Kingdom,33,319,487.09000000000003,0
490805,2009-12-08 12:12:00,14861.0,United Kingdom,12,94,215.0,0
490806,2009-12-08 12:13:00,13485.0,United Kingdom,1,12,35.400000000000006,0
490808,2009-12-08 12:25:00,17371.0,United Kingdom,25,91,134.04,0
490809,2009-12-08 12:27:00,13408.0,United Kingdom,3,48,159.0,0
490810,2009-12-08 12:29:00,13408.0,United Kingdom,3,128,259.92,0
